Time;Temperature;Humidity;;
2022-05-09 04:37;21.26;22.54;;
2022-05-09 04:47;21.27;22.77;;
2022-05-09 04:57;21.28;22.77;;
2022-05-09 05:07;21.27;22.77;;
2022-05-09 05:17;21.28;23.01;;
2022-05-09 05:27;21.28;23.01;;
2022-05-09 05:37;21.3;23.01;;
2022-05-09 05:47;21.32;25.1;;
2022-05-09 05:57;21.35;26.26;;
2022-05-09 06:07;21.39;26.96;;
2022-05-09 06:17;21.43;27.66;;
2022-05-09 06:27;21.56;27.89;;
2022-05-09 06:37;21.72;28.36;;
2022-05-09 06:47;21.89;28.36;;
2022-05-09 06:57;22.12;28.82;;
2022-05-09 07:07;22.13;29.52;;
2022-05-09 07:17;22.14;29.99;;
2022-05-09 07:27;22.29;30.45;;
2022-05-09 07:37;22.54;30.69;;
2022-05-09 07:47;23.67;26.96;;
2022-05-09 07:57;27.41;23.7;;
2022-05-09 08:07;30.16;20.25;;
2022-05-09 08:17;30.95;20.03;;
2022-05-09 08:27;27.61;26.03;;
2022-05-09 08:37;25.72;27.43;;
2022-05-09 08:47;24.86;27.89;;
2022-05-09 08:57;24.38;27.89;;
2022-05-09 09:07;23.94;29.52;;
2022-05-09 09:17;23.73;28.59;;
2022-05-09 09:27;23.54;29.06;;
2022-05-09 09:37;23.36;29.06;;
2022-05-09 09:47;23.26;29.06;;
2022-05-09 09:57;23.15;29.06;;
2022-05-09 10:07;23.21;29.75;;
2022-05-09 10:17;23.28;29.06;;
2022-05-09 10:27;23.33;29.06;;
2022-05-09 10:37;23.36;28.36;;
2022-05-09 10:47;23.41;27.66;;
2022-05-09 10:57;23.4;27.19;;
2022-05-09 11:07;23.41;26.26;;
2022-05-09 11:17;23.39;26.73;;
2022-05-09 11:27;23.38;26.96;;
2022-05-09 11:37;23.4;28.36;;
2022-05-09 11:47;23.28;28.82;;
2022-05-09 11:57;23.11;29.99;;
2022-05-09 12:07;22.91;30.45;;
2022-05-09 12:17;22.77;30.22;;
2022-05-09 12:27;22.63;29.75;;
2022-05-09 12:37;22.51;30.22;;
2022-05-09 12:47;22.42;30.69;;
2022-05-09 12:57;22.35;31.38;;
2022-05-09 13:07;22.28;32.55;;
2022-05-09 13:17;22.22;33.26;;
2022-05-09 13:27;22.18;33.5;;
2022-05-09 13:37;22.18;33.75;;
2022-05-09 13:47;22.17;33.01;;
2022-05-09 13:57;22.16;33.5;;
2022-05-09 14:07;22.16;33.01;;
2022-05-09 14:17;22.16;33.5;;
2022-05-09 14:27;22.16;32.78;;
2022-05-09 14:37;22.16;32.31;;
2022-05-09 14:47;22.15;30.45;;
2022-05-09 14:57;22.14;28.59;;
2022-05-09 15:07;22.13;28.13;;
2022-05-09 15:17;22.06;26.96;;
2022-05-09 15:27;22.03;26.5;;
2022-05-09 15:37;21.99;25.33;;
2022-05-09 15:47;21.94;25.33;;
2022-05-09 15:57;21.91;24.17;;
2022-05-09 16:07;21.87;23.01;;
2022-05-09 16:17;21.83;23.7;;
2022-05-09 16:27;21.81;24.17;;
2022-05-09 16:37;21.79;24.63;;
2022-05-09 16:47;21.77;26.03;;
2022-05-09 16:57;21.75;27.43;;
2022-05-09 17:07;21.74;27.19;;
2022-05-09 17:17;21.73;27.66;;
2022-05-09 17:27;21.71;28.13;;
2022-05-09 17:37;21.68;28.82;;
2022-05-09 17:47;21.67;29.06;;
2022-05-09 17:57;21.67;28.82;;
2022-05-09 18:07;21.65;28.59;;
2022-05-09 18:17;21.64;28.13;;
2022-05-09 18:27;21.62;27.89;;
2022-05-09 18:37;21.58;27.43;;
2022-05-09 18:47;21.56;27.43;;
2022-05-09 18:57;21.5;27.66;;
2022-05-09 19:07;21.46;27.89;;
2022-05-09 19:17;21.43;27.66;;
2022-05-09 19:27;21.41;27.43;;
2022-05-09 19:37;21.38;27.19;;
2022-05-09 19:47;21.34;27.19;;
2022-05-09 19:57;21.32;27.43;;
2022-05-09 20:07;21.28;27.43;;
2022-05-09 20:17;21.26;27.43;;
2022-05-09 20:27;21.24;27.43;;
2022-05-09 20:37;21.22;27.43;;
2022-05-09 20:47;21.2;27.43;;
2022-05-09 20:57;21.18;27.43;;
2022-05-09 21:07;21.17;27.66;;
2022-05-09 21:17;21.15;27.89;;
2022-05-09 21:27;21.13;28.13;;
2022-05-09 21:37;21.17;28.13;;
2022-05-09 21:47;21.21;28.13;;
2022-05-09 21:57;21.26;27.89;;
2022-05-09 22:07;21.28;27.89;;
2022-05-09 22:17;21.31;27.89;;
2022-05-09 22:27;21.33;27.89;;
2022-05-09 22:37;21.35;27.89;;
2022-05-09 22:47;21.36;27.89;;
2022-05-09 22:57;21.38;27.89;;
2022-05-09 23:07;21.4;27.89;;
2022-05-09 23:17;21.41;27.89;;
2022-05-09 23:27;21.43;27.89;;
2022-05-09 23:37;21.43;27.89;;
2022-05-09 23:47;21.44;27.89;;
2022-05-09 23:57;21.45;27.89;;
2022-05-10 00:07;21.46;27.89;;
2022-05-10 00:17;21.46;27.89;;
2022-05-10 00:27;21.47;27.89;;
2022-05-10 00:37;21.48;27.89;;
2022-05-10 00:47;21.48;27.89;;
2022-05-10 00:57;21.49;27.89;;
2022-05-10 01:07;21.49;27.89;;
2022-05-10 01:17;21.49;27.89;;
2022-05-10 01:27;21.5;27.89;;
2022-05-10 01:37;21.5;27.89;;
2022-05-10 01:47;21.5;27.89;;
2022-05-10 01:57;21.5;27.89;;
2022-05-10 02:07;21.51;27.89;;
2022-05-10 02:17;21.51;27.89;;
2022-05-10 02:27;21.51;27.89;;
2022-05-10 02:37;21.51;27.89;;
2022-05-10 02:47;21.51;27.89;;
2022-05-10 02:57;21.52;27.89;;
2022-05-10 03:07;21.52;27.89;;
2022-05-10 03:17;21.52;27.89;;
2022-05-10 03:27;21.52;27.89;;
2022-05-10 03:37;21.52;27.89;;
2022-05-10 03:47;21.52;27.89;;
2022-05-10 03:57;21.52;27.89;;
2022-05-10 04:07;21.52;27.89;;
2022-05-10 04:17;21.53;27.89;;
2022-05-10 04:27;21.52;27.89;;
2022-05-10 04:37;21.52;27.89;;
2022-05-10 04:47;21.52;27.89;;
2022-05-10 04:57;21.52;27.89;;
2022-05-10 05:07;21.53;27.89;;
2022-05-10 05:17;21.53;27.89;;
2022-05-10 05:27;21.55;27.89;;
2022-05-10 05:37;21.56;27.89;;
2022-05-10 05:47;21.58;29.06;;
2022-05-10 05:57;21.57;29.52;;
2022-05-10 06:07;21.55;29.99;;
2022-05-10 06:17;21.53;30.22;;
2022-05-10 06:27;21.56;30.45;;
2022-05-10 06:37;21.66;30.45;;
2022-05-10 06:47;21.72;30.92;;
2022-05-10 06:57;21.76;31.15;;
2022-05-10 07:07;21.76;31.85;;
2022-05-10 07:17;21.83;32.08;;
2022-05-10 07:27;21.92;32.55;;
2022-05-10 07:37;22.06;32.55;;
2022-05-10 07:47;22.34;32.08;;
2022-05-10 07:57;22.72;32.55;;
2022-05-10 08:07;22.52;33.26;;
2022-05-10 08:17;22.75;33.26;;
2022-05-10 08:27;22.71;34.23;;
2022-05-10 08:37;22.67;34.72;;
2022-05-10 08:47;22.73;38.62;;
2022-05-10 08:57;22.81;36.18;;
2022-05-10 09:07;22.87;35.94;;
2022-05-10 09:17;22.9;36.42;;
2022-05-10 09:27;22.92;36.91;;
2022-05-10 09:37;22.9;36.67;;
2022-05-10 09:47;22.88;36.42;;
2022-05-10 09:57;22.82;36.42;;
2022-05-10 10:07;22.78;36.42;;
2022-05-10 10:17;22.79;36.18;;
2022-05-10 10:27;22.72;36.42;;
2022-05-10 10:37;22.64;36.42;;
2022-05-10 10:47;22.63;37.4;;
2022-05-10 10:57;22.65;37.89;;
2022-05-10 11:07;22.69;37.15;;
2022-05-10 11:17;22.73;36.91;;
2022-05-10 11:27;22.71;37.15;;
2022-05-10 11:37;22.72;37.4;;
2022-05-10 11:47;22.7;38.37;;
2022-05-10 11:57;22.65;39.35;;
2022-05-10 12:07;22.63;39.59;;
2022-05-10 12:17;22.62;40.08;;
2022-05-10 12:27;22.63;40.56;;
2022-05-10 12:37;22.62;40.81;;
2022-05-10 12:47;22.59;41.3;;
2022-05-10 12:57;22.55;42.27;;
2022-05-10 13:07;22.49;41.78;;
2022-05-10 13:17;22.48;42.76;;
2022-05-10 13:27;22.44;43.24;;
2022-05-10 13:37;22.49;43;;
2022-05-10 13:47;22.49;43;;
2022-05-10 13:57;22.53;43.24;;
2022-05-10 14:07;22.53;43.24;;
2022-05-10 14:17;22.56;43.97;;
2022-05-10 14:27;22.55;43.97;;
2022-05-10 14:37;22.56;44.22;;
2022-05-10 14:47;22.58;44.46;;
2022-05-10 14:57;22.55;44.46;;
2022-05-10 15:07;22.51;44.7;;
2022-05-10 15:17;22.48;44.95;;
2022-05-10 15:27;22.43;45.69;;
2022-05-10 15:37;22.44;45.44;;
2022-05-10 15:47;22.53;45.44;;
2022-05-10 15:57;22.51;45.44;;
2022-05-10 16:07;22.51;45.69;;
2022-05-10 16:17;22.53;45.94;;
2022-05-10 16:27;22.52;45.94;;
2022-05-10 16:37;22.5;45.94;;
2022-05-10 16:47;22.45;45.69;;
2022-05-10 16:57;22.41;45.44;;
2022-05-10 17:07;22.38;45.44;;
2022-05-10 17:17;22.35;45.94;;
2022-05-10 17:27;22.31;46.45;;
2022-05-10 17:37;22.28;46.71;;
2022-05-10 17:47;22.28;46.71;;
2022-05-10 17:57;22.26;46.96;;
2022-05-10 18:07;22.2;46.71;;
2022-05-10 18:17;22.16;46.96;;
2022-05-10 18:27;22.12;46.71;;
2022-05-10 18:37;22.07;46.71;;
2022-05-10 18:47;22.03;46.96;;
2022-05-10 18:57;22.01;46.96;;
2022-05-10 19:07;21.97;47.22;;
2022-05-10 19:17;21.92;47.22;;
2022-05-10 19:27;21.89;47.22;;
2022-05-10 19:37;21.86;47.47;;
2022-05-10 19:47;21.82;47.47;;
2022-05-10 19:57;21.79;47.73;;
2022-05-10 20:07;21.77;47.73;;
2022-05-10 20:17;21.75;47.98;;
2022-05-10 20:27;21.73;48.23;;
2022-05-10 20:37;21.71;47.98;;
2022-05-10 20:47;21.69;48.23;;
2022-05-10 20:57;21.68;47.98;;
2022-05-10 21:07;21.66;47.22;;
2022-05-10 21:17;21.64;46.96;;
2022-05-10 21:27;21.62;46.71;;
2022-05-10 21:37;21.67;45.94;;
2022-05-10 21:47;21.73;45.69;;
2022-05-10 21:57;21.76;45.44;;
2022-05-10 22:07;21.77;44.95;;
2022-05-10 22:17;21.79;44.7;;
2022-05-10 22:27;21.8;44.46;;
2022-05-10 22:37;21.82;43.97;;
2022-05-10 22:47;21.83;43.73;;
2022-05-10 22:57;21.85;43.73;;
2022-05-10 23:07;21.84;43.49;;
2022-05-10 23:17;21.84;43.24;;
2022-05-10 23:27;21.85;43;;
2022-05-10 23:37;21.84;43;;
2022-05-10 23:47;21.84;43;;
2022-05-10 23:57;21.84;42.76;;
2022-05-11 00:07;21.83;42.51;;
2022-05-11 00:17;21.83;42.51;;
2022-05-11 00:27;21.83;42.27;;
2022-05-11 00:37;21.83;42.27;;
2022-05-11 00:47;21.83;42.27;;
2022-05-11 00:57;21.83;42.03;;
2022-05-11 01:07;21.83;42.03;;
2022-05-11 01:17;21.83;41.78;;
2022-05-11 01:27;21.83;41.78;;
2022-05-11 01:37;21.83;41.54;;
2022-05-11 01:47;21.82;41.54;;
2022-05-11 01:57;21.82;41.3;;
2022-05-11 02:07;21.82;41.3;;
2022-05-11 02:17;21.81;41.3;;
2022-05-11 02:27;21.81;41.3;;
2022-05-11 02:37;21.81;41.05;;
2022-05-11 02:47;21.8;40.81;;
2022-05-11 02:57;21.8;41.05;;
2022-05-11 03:07;21.8;40.81;;
2022-05-11 03:17;21.8;40.81;;
2022-05-11 03:27;21.8;40.56;;
